Date,Inflow,Opihi at Rockwood,Te Ana Wai,SnowStorage
14/11/1998,7.384207238,2.632,1.41,6.285527855
15/11/1998,7.853479088,2.392,1.26,6.284964735
16/11/1998,6.9925282,2.219,1.15,5.876296981
17/11/1998,5.107038163,2.039,1.05,5.31598368
18/11/1998,5.046807575,1.957,0.98,5.153345666
19/11/1998,4.87999315,2.024,0.97,4.597336514
20/11/1998,5.957748675,3.483,1.32,6.75850391
21/11/1998,7.7061036,3.475,1.46,6.479481461
22/11/1998,7.213655125,5.026,1.81,6.934499754
23/11/1998,7.739079188,4.674,1.9,6.934499754
24/11/1998,7.922141938,4.278,1.82,7.140690239
25/11/1998,6.604114825,4.086,1.79,6.317026265
26/11/1998,6.987750675,9.163,4.1,7.914439307
27/11/1998,7.7416141,9.724,5.82,8.452280697
28/11/1998,7.056951713,6.604,4.35,8.125746321
29/11/1998,7.095798975,5.137,3.35,6.752070439
30/11/1998,7.966864825,4.573,2.92,6.250864074
1/12/1998,6.330280088,4.522,2.64,4.482088003
2/12/1998,7.180356625,8.889,4.77,4.578675416
3/12/1998,7.488384538,7.826,4.19,4.695475467
4/12/1998,7.8088431,6.458,3.82,4.683354267
5/12/1998,7.2099757,5.528,3.37,4.656064496
6/12/1998,5.9740523,4.83,2.84,4.164276216
7/12/1998,5.58575545,4.38,2.51,4.181168176
8/12/1998,7.047659338,4.409,2.21,4.186700549
9/12/1998,7.330769663,3.925,1.95,4.186065066
10/12/1998,7.202500325,3.509,1.66,4.176409443
11/12/1998,7.805449063,3.199,1.49,4.176409443
12/12/1998,6.197202613,3.049,1.35,4.073730226
13/12/1998,5.0634351,2.771,1.24,3.170759285
14/12/1998,4.61223845,2.656,1.13,2.595076861
15/12/1998,4.397663588,2.428,1.07,2.399909204
16/12/1998,4.163469075,2.31,1.03,2.243166314
17/12/1998,3.947282613,2.415,1.05,2.183535785
18/12/1998,3.96994475,2.525,1.11,2.0862545
19/12/1998,5.988644588,10.412,4.38,2.530684519
20/12/1998,7.07034715,6.139,4.16,1.945122218
21/12/1998,5.903022413,4.551,2.92,1.569856051
22/12/1998,5.515016875,3.877,2.4,1.419932807
23/12/1998,4.122587563,3.406,2,1.100594875
24/12/1998,3.968977988,3.229,1.77,1.092878919
25/12/1998,3.721701075,3.001,1.6,1.090394071
26/12/1998,3.3863441,2.702,1.46,1.090391889
27/12/1998,3.169389363,2.409,1.27,1.048423578
28/12/1998,3.067433938,2.191,1.12,0.910416028
29/12/1998,2.940754475,2.034,1,0.735439214
30/12/1998,2.9117358,1.893,0.9,0.589748411
31/12/1998,2.6325419,1.723,0.79,0.470266202
1/01/1999,2.244586725,1.677,0.74,0.371077159
2/01/1999,2.281853,1.706,0.75,0.28891061
3/01/1999,2.092953138,1.627,0.71,0.220079134
4/01/1999,1.966672625,1.507,0.66,0.163928999
5/01/1999,1.6148955,1.378,0.6,0.118620782
6/01/1999,1.451048513,1.359,0.55,0.080899862
7/01/1999,1.492107775,1.281,0.5,0.033001315
8/01/1999,1.41903475,1.343,0.51,0.015092164
9/01/1999,1.638987538,1.615,0.61,0.439035513
10/01/1999,1.451364513,1.481,0.65,0.025951038
11/01/1999,1.378103863,1.317,0.59,0.017146823
12/01/1999,1.250828938,1.205,0.51,0.005832233
13/01/1999,1.2282379,1.168,0.45,0.000580667
14/01/1999,1.37199815,1.25,0.45,2.39E-05
15/01/1999,3.200307,5.66,1.06,0.006428193
16/01/1999,3.307970175,3.888,1.56,0.006428193
17/01/1999,1.712307438,2.436,1.07,0.005252851
18/01/1999,1.437567163,1.982,0.87,0.000167509
19/01/1999,1.338303663,1.714,0.71,0
20/01/1999,1.122436163,1.527,0.62,0
21/01/1999,1.0170867,1.521,0.58,0
22/01/1999,1.284472075,3.928,1.51,0.818382144
23/01/1999,4.59428175,7.568,2.68,1.684385134
24/01/1999,2.739882163,4.084,1.78,0.933928064
25/01/1999,1.7777224,3.007,1.31,0.0319084
26/01/1999,1.490555425,2.482,1.08,0
27/01/1999,1.404112638,2.331,1.01,0
28/01/1999,1.672219875,3.311,1.11,0.043344607
29/01/1999,1.35948455,2.819,1.08,0.000135446
30/01/1999,1.188404125,2.398,0.98,0.000135446
31/01/1999,1.10086225,4.211,0.92,0
1/02/1999,7.519854188,9.447,2.81,5.031475937
2/02/1999,4.170512913,4.892,2.28,3.5151527
3/02/1999,3.10511595,3.855,1.77,0.245854171
4/02/1999,2.664000688,3.351,1.5,0.183931376
5/02/1999,2.20452385,2.891,1.26,0.011924967
6/02/1999,1.975999563,2.596,1.08,0
7/02/1999,1.740445263,2.343,0.96,0
8/02/1999,1.549830113,2.096,0.82,0
9/02/1999,1.3940668,1.918,0.71,0
10/02/1999,1.4805876,2.282,0.7,0
11/02/1999,1.544053238,2.496,0.85,0.033243409
12/02/1999,1.327366113,2.145,0.77,0.000711604
13/02/1999,1.16916565,1.919,0.66,0
14/02/1999,1.16275085,1.823,0.61,0
15/02/1999,1.14157885,1.781,0.61,0
16/02/1999,1.0325075,1.69,0.57,0
17/02/1999,0.992089125,1.587,0.52,0
18/02/1999,0.94767335,1.476,0.47,0
19/02/1999,0.857125525,1.409,0.45,0
20/02/1999,0.804575713,1.329,0.45,0
21/02/1999,0.729748888,1.268,0.38,0
22/02/1999,0.704422475,1.213,0.35,0
23/02/1999,0.64662805,1.23,0.34,0.037398606
24/02/1999,0.698427363,1.281,0.34,0.051535276
25/02/1999,0.714326113,1.184,0.35,0
26/02/1999,1.283430263,1.316,0.38,0
27/02/1999,4.081084913,7.397,0.85,1.503033758
28/02/1999,7.180440563,6.394,1.77,2.020509798
1/03/1999,3.139475025,3.456,1.1,0.766734817
2/03/1999,2.329631213,2.704,0.88,0.375017126
3/03/1999,1.617199338,2.306,0.77,0.369582033
4/03/1999,1.653478113,2.275,0.72,0.445010185
5/03/1999,1.600384188,2.129,0.68,0.270089568
6/03/1999,1.50976625,1.919,0.62,0.08698349
7/03/1999,1.518026688,1.848,0.57,0.009242361
8/03/1999,1.4162105,1.755,0.54,0.00293721
9/03/1999,1.843416825,3.693,0.57,0.288025489
10/03/1999,2.98359815,4.35,1.03,0.162544096
11/03/1999,2.554590625,6.98,2.1,0.20556258
12/03/1999,3.071972488,6.959,3.6,0.254662193
13/03/1999,4.003795263,5.993,2.19,0.187740392
14/03/1999,5.961766813,6.922,2.08,0.322001593
15/03/1999,7.519172813,7.233,3.4,0.329549203
16/03/1999,7.284773888,5.891,3.12,0.315320584
17/03/1999,5.19038415,4.854,2.46,0.106789966
18/03/1999,4.5705462,5.194,5.422752452,0.024569793
19/03/1999,4.377325038,4.476,2.53934,0.004485632
20/03/1999,3.850506625,3.815,2.2,0.000820092
21/03/1999,3.5199173,3.451,1.88,4.13E-05
22/03/1999,3.228839825,3.228,1.74806,0
23/03/1999,2.904145875,3.607,1.9867,0
24/03/1999,9.928043775,27.729,28.93872703,0.142723077
25/03/1999,8.899336388,12.237,8.09,0.142723077
26/03/1999,6.30319,7.653,5.18,0.142723077
27/03/1999,7.07215625,5.85,3.68,0.142723077
28/03/1999,5.962914288,4.948,2.91,0.102215015
29/03/1999,5.271055,4.34,2.42,5.97E-05
30/03/1999,4.354332088,3.969,2.12,0
31/03/1999,3.852389788,3.534,1.79,0
1/04/1999,3.69883255,3.688,1.68,0.006680779
2/04/1999,4.443942775,3.755,1.79,1.383531625
3/04/1999,4.039116163,3.25,1.54,0.0945281
4/04/1999,3.658551438,2.996,1.42,0.063958016
5/04/1999,3.61428675,2.884,1.33,0.08000826
6/04/1999,3.5480176,2.849,1.31,0.08000826
7/04/1999,3.380038913,2.734,1.27,0.028450351
8/04/1999,3.379058325,2.672,1.40266,0.000236027
9/04/1999,3.728638263,2.661,1.39638,0.000236027
10/04/1999,3.63191955,3.209,1.7355,1.445327893
11/04/1999,3.252920013,2.812,1.49058,1.345323204
12/04/1999,3.022077075,2.612,1.37126,1.345323204
13/04/1999,3.446671463,3.011,1.61618,1.604637376
14/04/1999,3.297368375,2.908,1.5471,1.604637376
15/04/1999,3.231668025,2.695,1.31,1.467669255
16/04/1999,3.438712213,3.122,1.3,1.939298327
17/04/1999,6.2596926,4.011,1.61,2.956366177
18/04/1999,4.317599063,3.397,1.56,2.932666781
19/04/1999,4.2590018,3.112,1.46,2.262755839
20/04/1999,4.39258685,2.928,1.37,2.091433488
21/04/1999,4.319157338,2.739,1.28,1.605918336
22/04/1999,4.3839245,2.774,1.23,0.964535984
23/04/1999,5.4878784,6.471,3.15,2.352385847
24/04/1999,6.437239175,10.351,5.44,3.367169759
25/04/1999,7.522879888,8.65,5.51,3.224450446
26/04/1999,6.43401795,6.601,4.57,3.19973145
27/04/1999,5.390844675,5.507,3.73,3.199025024
28/04/1999,4.82847725,4.822,3.09,3.193009706
29/04/1999,4.5310541,4.403,2.7,3.184389703
30/04/1999,4.296555438,4.042,2.39,3.172914268
1/05/1999,4.293812163,4.057,2.27,3.002957888
2/05/1999,4.297896463,4.411,3.18,4.728865731
3/05/1999,4.233469988,4.58,2.78,6.104848302
4/05/1999,4.582574938,4.926,2.62,6.19800446
5/05/1999,4.115874538,4.701,2.55,5.958889655
6/05/1999,3.987489663,4.315,2.45,5.839683187
7/05/1999,3.644528938,3.91,2.19,5.776357603
8/05/1999,3.4558325,3.685,2.07,5.771419253
9/05/1999,3.337923025,3.525,1.91,5.673597085
10/05/1999,3.345566275,3.376,1.76,5.292759848
11/05/1999,3.212229088,3.239,1.65,5.292759848
12/05/1999,3.011703388,3.084,1.57,5.273164895
13/05/1999,2.975076025,2.959,1.5,5.178158786
14/05/1999,3.114265138,2.803,1.4,4.900863675
15/05/1999,3.018869675,2.693,1.34,4.377729807
16/05/1999,3.053389713,2.608,1.29,4.052040071
17/05/1999,3.9672074,2.571,1.28,3.857967244
18/05/1999,4.172031688,2.451,1.26,3.857967244
19/05/1999,3.510260538,2.365,1.2,3.857967244
20/05/1999,3.297779175,2.3,1.2,3.857967244
21/05/1999,3.223125163,2.248,1.2,3.857967244
22/05/1999,3.238193425,2.187,1.2,3.857967244
23/05/1999,3.228669975,2.12,1.2,3.857958123
24/05/1999,3.1481038,2.072,1.2,3.84842385
25/05/1999,2.93649045,2.05,1.2,3.84842385
26/05/1999,2.878082788,2.019,1.2,3.762419113
27/05/1999,2.844920563,1.945,1.2,3.343858334
28/05/1999,2.726981463,1.854,1.2,2.593919945
29/05/1999,2.478932325,1.809,1.2,2.593919945
30/05/1999,2.442190413,1.792,1.2,2.590406597
31/05/1999,2.476460613,1.809,1.2,2.590406597
1/06/1999,2.412642438,1.787,1.2,2.590406597
2/06/1999,1.900972275,1.758,1.2,2.590406597
3/06/1999,1.733356988,1.736,1.2,2.590406597
4/06/1999,2.483706888,1.859,1.2,4.528787313
5/06/1999,2.316708788,1.843,1.2,4.528787313
6/06/1999,2.1919747,1.762,1.2,4.528787313
7/06/1999,2.153350613,1.717,1.2,4.270252752
8/06/1999,2.07300465,1.692,1.2,4.051128878
9/06/1999,2.130563063,1.698,1.2,4.368043409
10/06/1999,1.968027475,1.659,1.2,4.327011491
11/06/1999,1.804434275,1.628,1.2,4.294867253
12/06/1999,1.847778613,1.645,1.2,4.294867253
13/06/1999,3.244885713,11.06,4.33,18.01686077
14/06/1999,4.414717713,12.483,10.07,20.93257115
15/06/1999,3.4784897,8.608,6.75,23.41161988
16/06/1999,6.56788345,9.088,6.12,23.70074081
17/06/1999,6.250980875,11.056,7.33,26.64735821
18/06/1999,5.776300488,7.781,6.07,25.88236489
19/06/1999,4.260420838,6.24,4.95,25.21780591
20/06/1999,3.832503513,5.409,4.2,25.20983764
21/06/1999,3.834203988,5.228,3.94,24.39321402
22/06/1999,3.459867425,4.858,3.64,24.39321402
23/06/1999,3.207268875,4.428,3.25,24.39321402
24/06/1999,3.051845263,4.053,2.88,24.24021162
25/06/1999,2.917179888,3.781,2.65,23.89333135
26/06/1999,2.970013113,4.513,2.87,27.48309831
27/06/1999,2.894678713,4.367,2.92,27.43975191
28/06/1999,2.813943675,3.85,2.49,26.78575894
29/06/1999,2.593431963,3.533,2.25,26.69950497
30/06/1999,2.554901688,3.367,2.09,26.67922048
1/07/1999,2.528819838,3.238,1.95,26.23433792
2/07/1999,2.593467513,3.139,1.85,25.03250421
3/07/1999,4.433092125,16.446,6.03,29.96621972
4/07/1999,6.731090538,12.587,6.69,31.23415763
5/07/1999,4.933662788,8.542,5.25,31.22014025
6/07/1999,4.417283238,5.865059723,4.51,31.13586286
7/07/1999,4.718933875,6.177971256,4.9,29.55225366
8/07/1999,6.16532315,8.127323017,7.59,31.57679365
9/07/1999,6.2918693,11.455,6.88,31.57679365
10/07/1999,4.598937813,8.555,5.82,31.57679365
11/07/1999,4.303856025,7.277,5.03,31.57679365
12/07/1999,4.242733725,6.892,4.7,31.95992822
13/07/1999,4.187924513,6.205,4.27,31.90423877
14/07/1999,3.9890193,5.584,3.79,31.79312581
15/07/1999,3.6989629,5.13,3.4,31.62112867
16/07/1999,3.526649088,4.795,3.09,31.52873382
17/07/1999,3.630603213,6.259,5.16,32.26323586
18/07/1999,4.655286538,15.041,17.78,36.59466804
19/07/1999,7.017159413,17.374,22.28,37.45989722
20/07/1999,7.180941225,12.847,17.38,37.56842907
21/07/1999,6.91819315,9.748,12.21,37.31790614
22/07/1999,7.607201525,8.014,9.35,37.14062105
23/07/1999,5.511772938,6.933,7.5,37.01642975
24/07/1999,4.757251838,6.12,6.27,36.93077552
25/07/1999,4.3224941,5.601,5.34,36.78221838
26/07/1999,4.283502663,5.759,5.27,37.26077084
27/07/1999,4.0191973,5.235,4.64,37.26077084
28/07/1999,3.711197038,4.842,4.24,37.25785148
29/07/1999,3.47900715,4.543,3.84,37.25505785
30/07/1999,3.3584097,4.56,3.72,37.32598615
31/07/1999,3.2639415,4.613,3.99,37.87453438
1/08/1999,3.04190015,4.275,3.71,37.87453438
2/08/1999,2.957260538,4.146,3.55,37.87453438
3/08/1999,3.06135785,4.555,4.06,40.23199362
4/08/1999,2.930665188,4.242,4.01,39.95937358
5/08/1999,2.839262188,4.02,3.85,39.95937356
6/08/1999,2.82709125,4.189,3.75,40.84676955
7/08/1999,2.605027188,3.864,3.48,40.7238319
8/08/1999,2.406494263,3.682,3.25,40.7141899
9/08/1999,2.2646152,3.565,3.04,40.64543631
10/08/1999,2.107719225,3.463,2.86,40.48930643
11/08/1999,2.028335088,3.393,2.72,40.25590504
12/08/1999,2.042898738,3.344,2.6,39.68785826
13/08/1999,1.963440538,3.261,2.5,39.15173751
14/08/1999,1.93281915,3.163,2.4,38.8278771
15/08/1999,1.866450263,3.109,2.32,38.81027781
16/08/1999,1.921552763,3.176,2.3,38.51143963
17/08/1999,2.620330475,4.593,2.48,42.14042549
18/08/1999,2.392238713,3.603,2.27,42.14042549
19/08/1999,2.129413613,3.343,2.1,42.14042549
20/08/1999,2.195168275,4.472,2.53306,42.14042549
21/08/1999,7.110930438,5.737,5.985884437,44.0104855
22/08/1999,4.663445263,4.7,4.901333947,44.1719967
23/08/1999,3.929755475,4.17,2.34466,44.11551931
24/08/1999,3.3808852,3.834,2.04,43.99751936
25/08/1999,3.241692138,3.55,1.88,41.03913267
26/08/1999,3.023914813,3.431,1.8,40.44306436
27/08/1999,2.995841175,3.302,1.76,40.44306436
28/08/1999,2.939415425,3.181,1.72,40.05716318
29/08/1999,3.073577175,3.076,1.71,38.72369343
30/08/1999,3.59275135,3.051,1.7,38.30651714
31/08/1999,4.090571825,3.044,1.69,38.55575089
1/09/1999,4.1685863,3.027,1.67,38.55575089
2/09/1999,3.757194788,2.882,1.64,38.26707451
3/09/1999,3.61714655,2.789,1.64,37.84337342
4/09/1999,3.382833538,2.72,1.58,37.84337342
5/09/1999,3.392025188,2.623,1.44,37.76077471
6/09/1999,3.546758538,2.531,1.39,37.34799431
7/09/1999,6.310383938,3.164,1.41,37.16336589
8/09/1999,12.15599585,3.415,1.61,37.12051646
9/09/1999,6.754723388,3.064,1.55,37.17567173
10/09/1999,7.382857325,2.847,1.45,37.17567173
11/09/1999,6.508569263,2.695,1.36,37.17567173
12/09/1999,4.178210475,2.574,1.32,37.17269079
13/09/1999,4.3325508,2.648,1.31,37.47154725
14/09/1999,4.196905825,2.656,1.33,36.74079833
15/09/1999,4.101141038,2.5,1.29,35.09817985
16/09/1999,4.154759325,2.5,1.28,35.05538296
17/09/1999,4.03037185,2.461,1.27,35.05538296
18/09/1999,3.87885775,2.375,1.25,34.95910485
19/09/1999,3.558037763,2.339,1.24,34.91850948
20/09/1999,4.009886163,2.304,1.2,34.57342187
21/09/1999,4.367062938,3.083,1.24,36.55418962
22/09/1999,4.115659263,2.878,1.23,36.55418962
23/09/1999,3.945456725,2.566,1.16,36.43250416
24/09/1999,3.826446188,2.43,1.08,36.43250416
25/09/1999,3.6723715,2.309,1.03,36.13818759
26/09/1999,4.150051913,2.241,1.01,36.08796225
27/09/1999,4.124252488,2.111,0.97,35.36263012
28/09/1999,3.989116075,2.055,0.95,35.36263012
29/09/1999,3.815168938,1.977,0.91,34.63996519
30/09/1999,3.355870838,1.866,0.9,28.39212078
1/10/1999,3.489492425,1.82,0.78,25.9773238
2/10/1999,4.211117925,1.789,0.75,24.0221454
3/10/1999,4.118632625,1.774,0.73,20.48974051
4/10/1999,4.185327388,1.785,0.72,17.81437275
5/10/1999,4.5910309,2.267,0.76,16.07870074
6/10/1999,6.609407825,2.552,0.94,16.60314575
7/10/1999,5.98992735,2.334,0.96,16.69659838
8/10/1999,5.725366225,2.206,0.91,16.68404539
9/10/1999,6.673523238,2.081,0.86,16.37407089
10/10/1999,6.804917025,2.016,0.79,14.93363621
11/10/1999,6.99853615,2.111,0.77,12.79103027
12/10/1999,8.81926495,2.156,0.81,11.23054434
13/10/1999,12.53257404,2.258,0.85,10.16496015
14/10/1999,8.0273808,2.71,1.24,11.12715497
15/10/1999,6.4610873,2.563,1.45,11.49179664
16/10/1999,7.394277763,2.322,1.42,11.32248414
17/10/1999,5.846604563,2.265,1.42,11.41529147
18/10/1999,5.06098215,2.184,1.38,11.37849105
19/10/1999,4.79810175,2.008,1.24,11.2875092
20/10/1999,4.26391955,1.984,1.17,9.652879987
21/10/1999,5.355764725,2.407,1.15,10.43271212
22/10/1999,6.859730188,2.613,1.13,10.10545187
23/10/1999,6.678168438,2.581,0.99,9.418311247
24/10/1999,19.43434288,3.366,0.95,9.635497961
25/10/1999,15.56860526,2.766,0.94,9.635497961
26/10/1999,8.4627735,2.567,0.94,9.632823916
27/10/1999,5.959651588,2.467,0.9,9.05415556
28/10/1999,13.58777111,2.35,0.8,7.821508637
29/10/1999,14.40083319,2.192,0.74,7.004821073
30/10/1999,7.197832413,2.152,0.72,6.526720116
31/10/1999,13.35255849,2.777,0.79,7.145879412
1/11/1999,7.368127775,2.469,0.82,6.555707776
2/11/1999,15.49968171,2.56,0.77,5.573456548
3/11/1999,16.06558834,3.541,1.31,6.413533455
4/11/1999,6.646221825,2.892,1.28,6.106507775
5/11/1999,5.279450725,3.222,1.33,6.271254465
6/11/1999,6.135677413,3.569,2.35,6.348273913
7/11/1999,5.704459863,3.089,1.96,6.052774051
8/11/1999,6.294471363,2.771,1.61,5.583599669
9/11/1999,5.5425859,2.574,1.38,4.86606127
10/11/1999,5.529439313,2.511,1.29,4.677921258
11/11/1999,6.435810263,3.469,1.37,5.350484643
12/11/1999,18.36911675,16.366,4,7.625694006
13/11/1999,23.99917321,9.299,4.74,8.621011172
14/11/1999,17.8847638,6.027,3.39,8.023964345
15/11/1999,10.39002096,4.662,2.65,7.248332096
16/11/1999,7.442135963,3.965,2.17,6.224453324
17/11/1999,6.391542613,3.559,1.98,5.248547391
18/11/1999,16.19223324,4.384,1.9,5.009291348
19/11/1999,22.94237738,10.172,2.8,7.804704611
20/11/1999,29.89526119,26.27,9.41,9.813236391
21/11/1999,41.51027371,19.619,12.4,11.22674332
22/11/1999,29.25632696,11.833,8.06,10.67035208
23/11/1999,26.70022173,8.676,5.83,9.388192553
24/11/1999,23.69143266,7.083,4.37,6.384699363
25/11/1999,26.14522796,12.588,6.99,6.571510019
26/11/1999,22.17981013,8.779,6.44,6.566889987
27/11/1999,16.82651535,8.294,5.35,6.093546732
28/11/1999,17.51615968,10.807,6.74,8.821896983
29/11/1999,16.1276379,9.223,6.06,8.605985399
30/11/1999,18.7344483,8.022,5.2,8.504320272
1/12/1999,17.80091419,6.62,4.26,7.994738987
2/12/1999,16.20817346,5.902,3.8,7.281051325
3/12/1999,12.40460391,5.105,3.21,6.525202226
4/12/1999,9.291903188,4.64,2.87,5.889261809
5/12/1999,8.851210575,4.162,2.4,4.502428677
6/12/1999,8.400768375,4.339,2.43,3.598670146
7/12/1999,8.3781408,5.573,3.19,3.049494759
8/12/1999,7.311563775,4.601,2.96,2.924743123
9/12/1999,6.150982675,3.941,2.61,2.924743123
10/12/1999,5.745538875,3.601,2.34,2.75294716
11/12/1999,5.417982163,3.358,2.08,2.128624569
12/12/1999,5.206620625,3.293,2.03,2.079273668
13/12/1999,4.52423245,4.384,2.58,1.789501505
14/12/1999,10.11201898,15.741,10.38,6.937004524
15/12/1999,8.370778988,7.252,6.1,6.783343124
16/12/1999,8.5681516,5.614,4.47,3.076282496
17/12/1999,9.474723013,4.859,3.72,2.528290483
18/12/1999,8.725628225,4.204,2.95,1.777568908
19/12/1999,8.4853912,3.862,2.57,1.685957363
20/12/1999,8.051478763,4.97,2.77,1.663212309
21/12/1999,7.08611555,4.261,2.58,1.700096422
22/12/1999,6.56132645,4.539,2.39,1.624644299
23/12/1999,7.754253113,5.535,2.61,1.954658197
24/12/1999,5.9227576,5.373,2.47,1.587651012
25/12/1999,16.33744215,18.011,6.25,3.033369793
26/12/1999,14.00864954,8.78,4.97,3.033369793
27/12/1999,10.66651208,6.982,4.32,2.195420606
28/12/1999,9.542658075,6.117,3.96,2.20086844
29/12/1999,8.273601088,5.385,3.5,2.102816849
30/12/1999,8.378532838,4.831,3.04,1.992547833
31/12/1999,7.045336738,4.571,2.8,1.871018448
1/01/2000,6.623093588,5.049,2.8,1.797230611
2/01/2000,6.279550238,6.782,2.7,1.653523516
3/01/2000,16.55025531,30.509,10.5,4.850175491
4/01/2000,19.17597535,23.664,13.1,5.748147426
5/01/2000,18.74571173,16.465,10.5,5.203253915
6/01/2000,20.67895134,12.009,7.8,4.209916762
7/01/2000,15.54295693,9.659,6.3,3.108767113
8/01/2000,18.30211784,17.797,6.6,3.475085125
9/01/2000,21.13108809,17.457,8.2,3.805128808
10/01/2000,13.58008046,13.009,7,2.916707682
11/01/2000,12.63773884,12.322,7.3,2.990869366
12/01/2000,13.93240368,9.55,6.4,2.789281282
13/01/2000,12.81884535,7.778,5.3,2.161747075
14/01/2000,13.07837319,6.896,4.5,1.87287467
15/01/2000,11.4003411,6.386,4,1.87941945
16/01/2000,10.01132064,6.04,3.7,1.83873205
17/01/2000,7.788347538,5.401,3.4,1.635611878
18/01/2000,6.854754175,4.894,2.9,1.357134594
19/01/2000,6.2693859,4.709,2.7,1.194850006
20/01/2000,6.066459588,4.365,2.4,0.885679027
21/01/2000,6.40267075,4.024,2.3,0.679300913
22/01/2000,5.369373463,4.011,2.1,0.460327361
23/01/2000,6.221600775,3.714,2.1,0.350175206
24/01/2000,12.88204338,57.824,24.3,0.263090774
25/01/2000,58.3246979,60.823,69.4,4.6849962
26/01/2000,39.457752,29.486,26.4,5.080529629
27/01/2000,28.12156899,18.302,14.7,4.89121861
28/01/2000,18.74111195,13.414,10.1,1.974800451
29/01/2000,13.94969085,10.796,11.26263971,1.013653725
30/01/2000,13.39527873,13.44,13.97401593,1.059198763
31/01/2000,15.82130454,10.241,10.6369375,0.875410902
1/02/2000,14.42125864,8.469,6.4,0.797945455
2/02/2000,12.32184253,8.244,6.1,0.926801523
3/02/2000,11.14999899,7.054,5.2,0.926801523
4/02/2000,10.64898691,6.235,4.5,0.742564875
5/02/2000,10.52836181,5.714,4,0.362074235
6/02/2000,9.2844051,5.197,3.5,0.257329672
7/02/2000,8.202980025,4.682,3.1,0.228831024
8/02/2000,6.864162088,4.188,2.7,0.190355879
9/02/2000,5.44527765,3.959,2.4,0.186220955
10/02/2000,4.77571315,3.745,2.2,0.11966182
11/02/2000,4.741696738,3.744,2.2,0.139894108
12/02/2000,4.454334238,3.469,2,0.065867815
13/02/2000,4.422674,3.339,1.8,0.037695927
14/02/2000,4.388690175,4.434,1.8,0.022593083
15/02/2000,8.43411625,6.01,6.25702206,0.26549925
16/02/2000,7.2445145,5.573,5.839887256,0.121155015
17/02/2000,8.341699088,5.352,2.4,0.02224489
18/02/2000,8.418003213,4.977,2.3,0.022289778
19/02/2000,7.308474875,4.524,2.1,0.044457243
20/02/2000,6.837066075,4.043,2,0.018753314
21/02/2000,6.2552054,3.69,1.7,0.009659345
22/02/2000,6.142355875,3.762,1.8,0.009167854
23/02/2000,5.965914313,3.52,1.7,0.009167854
24/02/2000,4.965750613,3.283,1.6,0.008159729
25/02/2000,4.2505409,3.035,1.4,0.003986193
26/02/2000,4.469187225,3.205,1.4,0.003497124
27/02/2000,4.333962925,3.222,1.4,0.003574052
28/02/2000,3.292064513,2.832,1.3,0.002486445
29/02/2000,3.110076163,2.688,1.2,0.001529096
1/03/2000,3.018045113,2.821,1.2,0.000846854
2/03/2000,2.71579605,2.821,1.2,0.000846854
3/03/2000,2.591286125,2.605,1.1,0.000837501
4/03/2000,2.477115325,2.457,1,0.000378669
5/03/2000,2.086342813,2.403,0.9,7.38E-05
6/03/2000,2.154356875,2.413,0.9,4.47E-05
7/03/2000,2.20782605,2.567,0.9,2.62E-05
8/03/2000,3.041665125,3.763,1.3,1.94E-05
9/03/2000,2.496881125,3.002,1.3,1.48E-05
10/03/2000,2.076146875,2.599,1.1,1.48E-05
11/03/2000,2.127086075,2.489,1,1.48E-05
12/03/2000,1.972810925,2.347,0.9,0
13/03/2000,3.768713975,47.994,20.2,0
14/03/2000,43.05154594,27.73,17.2,9.453907344
15/03/2000,5.850550613,13.631,8,8.172011778
16/03/2000,5.591010925,9.884,5.5,6.067800601
17/03/2000,5.951804913,7.827,4.4,2.989328655
18/03/2000,5.880352375,6.59,3.7,1.258521823
19/03/2000,5.6129986,5.541,2.9,0.051081134
20/03/2000,5.442703238,5.242,2.7,0.00047254
21/03/2000,5.0815261,5.131,2.6,0.001872872
22/03/2000,5.088621288,9.479,3.6,1.276737159
23/03/2000,4.605971775,6.368,3,1.146244917
24/03/2000,4.4057996,5.472,2.7,1.145140709
25/03/2000,4.165208063,4.976,2.5,0.821534626
26/03/2000,3.892270963,4.619,2.3,0.701607676
27/03/2000,3.6114625,4.339,2.1,0.658878079
28/03/2000,3.546467225,4.127,2,0.584151477
29/03/2000,3.504191363,3.962,1.9,0.380450052
30/03/2000,2.549476363,3.796,1.8,0.306265836
31/03/2000,2.210380713,3.633,1.8,0
1/04/2000,1.786035175,3.455,1.6,0
2/04/2000,1.9479753,4.259,1.7,0.742482611
3/04/2000,1.637948688,4.07,1.9,0.262933209
4/04/2000,1.383822475,3.898,1.7,0.262933209
5/04/2000,1.852742775,4.367,1.9,0.48248789
6/04/2000,1.794362763,8.117,2.3,1.298958887
7/04/2000,31.33996974,19.55,8.7,3.375722703
8/04/2000,37.72064865,27.398,21.9,2.744616502
9/04/2000,26.38767304,18.161,13.3,3.07411012
10/04/2000,18.42689143,13.291,9.4,3.07411012
11/04/2000,15.57222346,10.296,6.9,3.05845336
12/04/2000,11.16957124,8.332,5.5,3.05845336
13/04/2000,9.944543913,7.082,4.7,3.05845336
14/04/2000,8.7553263,6.306,4,2.889334122
15/04/2000,7.958714988,5.691,3.6,2.867066835
16/04/2000,6.8415276,5.209,3.2,2.608619312
17/04/2000,6.165707288,4.882,2.9,2.54646108
