"Julian Day","Level1","Level2"
1,5.32042786376365,3.80196675233568
2,5.26471893722555,3.76320500194149
3,5.20972395126711,3.72494947629244
4,5.15543404062994,3.68722018717964
5,5.10184034005564,3.6500371463942
6,5.04893398428582,3.61342036572725
7,4.99670610806209,3.57738985696987
8,4.94514784612604,3.5419656319132
9,4.8942503332193,3.50716770234834
10,4.84400470408346,3.4730160800664
11,4.79440209346013,3.4395307768585
12,4.74543363609091,3.40673180451574
13,4.69712326138881,3.3745787353562
14,4.64950054592749,3.34301229211396
15,4.60256509518953,3.31202421220417
16,4.55631651465751,3.28160623304197
17,4.51075440981401,3.25175009204251
18,4.46587838614163,3.22244752662092
19,4.42168804912293,3.19369027419236
20,4.37818300424051,3.16547007217196
21,4.33536285697695,3.13777865797488
22,4.29322721281483,3.11060776901624
23,4.25177567723674,3.0839491427112
24,4.21094645131399,3.05784427427324
25,4.17069359865127,3.03233205525977
26,4.13104051853118,3.00740031760188
27,4.09201061023634,2.98303689323064
28,4.05362727304936,2.95922961407711
29,4.01591390625285,2.93596631207238
30,3.97889390912944,2.91323481914751
31,3.94259068096173,2.89102296723357
32,3.90702762103234,2.86931858826164
33,3.87222812862388,2.84810951416278
34,3.83821560301896,2.82738357686808
35,3.8050134435002,2.8071286083086
36,3.77233699246719,2.78750654788369
37,3.73994978887413,2.76865172383229
38,3.70794752683554,2.75051055134484
39,3.67642590046597,2.7330294456118
40,3.64548060387994,2.71615482182362
41,3.61520733119198,2.69983309517077
42,3.58570177651662,2.6840106808437
43,3.55705963396841,2.66863399403286
44,3.52937659766185,2.6536494499287
45,3.5027483617115,2.63900346372169
46,3.47727062023187,2.62464245060227
47,3.45242492965504,2.6111555602225
48,3.4277174925734,2.59904668610718
49,3.40328097234199,2.58813435925588
50,3.37924803231583,2.57823711066821
51,3.35575133584996,2.56917347134373
52,3.33292354629941,2.56076197228204
53,3.31089732701921,2.55282114448272
54,3.28980534136439,2.54516951894535
55,3.26978025268998,2.53762562666951
56,3.25095472435101,2.53000799865479
57,3.23346141970252,2.52213516590078
58,3.21743300209953,2.51382565940706
59,3.20337132085637,2.50582481047053
60,3.19147413597349,2.49887605868571
61,3.18141797683514,2.49279509749854
62,3.17287937282556,2.48739762035499
63,3.16553485332897,2.48249932070103
64,3.15906094772963,2.47791589198261
65,3.15313418541176,2.4734630276457
66,3.1474310957596,2.46895642113626
67,3.1416282081574,2.46421176590025
68,3.13540205198938,2.45904475538363
69,3.12842915663979,2.45327108303237
70,3.1222023902644,2.44767650359616
71,3.11818578815142,2.44304898476673
72,3.11601263038372,2.43920753940312
73,3.11531619704418,2.43597118036436
74,3.1157297682157,2.43315892050948
75,3.11688662398115,2.43058977269752
76,3.11842004442342,2.4280827497875
77,3.11996330962538,2.42545686463846
78,3.12114969966992,2.42253113010943
79,3.12161249463993,2.41912455905944
80,3.12098497461828,2.41505616434752
81,3.11890041968785,2.41014495883271
82,3.11697068489409,2.40482399822022
83,3.11683381197768,2.39964501440379
84,3.11816236106442,2.3946050345253
85,3.12062889228009,2.38970108572661
86,3.12390596575047,2.38493019514959
87,3.12766614160134,2.38028938993611
88,3.13158197995849,2.37577569722802
89,3.1353260409477,2.3713861441672
90,3.13857088469476,2.36711775789551
91,3.14098907132545,2.36296756555481
92,3.14225316096556,2.35893259428698
93,3.14319101387006,2.35419794489249
94,3.14479270766481,2.34816250401041
95,3.14697412853188,2.3411439775404
96,3.14965116265336,2.33346007138215
97,3.15273969621134,2.32542849143535
98,3.1561556153879,2.31736694359968
99,3.15981480636512,2.30959313377484
100,3.16363315532508,2.30242476786049
101,3.16752654844988,2.29617955175634
102,3.17141087192159,2.29117519136206
103,3.1752020119223,2.28772939257733
104,3.17881585463409,2.28615986130185
105,3.18148283635544,2.28494409402823
106,3.18271569109868,2.28257272589568
107,3.18285375161664,2.27938317077376
108,3.18223635066215,2.27571284253206
109,3.18120282098805,2.27189915504014
110,3.18009249534717,2.26827952216757
111,3.17924470649235,2.26519135778394
112,3.17899878717642,2.2629720757588
113,3.17969407015221,2.26195908996174
114,3.18166988817256,2.26248981426232
115,3.1852655739903,2.26490166253013
116,3.19008203008624,2.26932185370532
117,3.19543611478124,2.27546178838172
118,3.20124109458829,2.28303515290936
119,3.20741023602033,2.29175563363828
120,3.21385680559035,2.3013369169185
121,3.22049406981129,2.31149268910006
122,3.22723529519612,2.321936636533
123,3.23399374825781,2.33238244556736
124,3.24068269550932,2.34254380255316
125,3.24721540346361,2.35213439384043
126,3.25350513863365,2.36086790577923
127,3.25946516753241,2.36845802471957
128,3.26675513383939,2.37715395361083
129,3.27670614868282,2.38895285354279
130,3.28873867974866,2.40319034807607
131,3.30227319472291,2.41920206077128
132,3.31673016129156,2.43632361518906
133,3.33153004714058,2.45389063489002
134,3.34609331995597,2.4712387434348
135,3.3598404474237,2.48770356438401
136,3.37219189722977,2.50262072129828
137,3.38256813706016,2.51532583773824
138,3.39038963460085,2.5251545372645
139,3.39656419374659,2.53371876778891
140,3.4024251654879,2.54297229341193
141,3.4080313381545,2.55276346197717
142,3.41344150007608,2.56294062132824
143,3.41871443958233,2.57335211930874
144,3.42390894500297,2.58384630376227
145,3.42908380466768,2.59427152253245
146,3.43429780690616,2.60447612346286
147,3.43960974004811,2.61430845439712
148,3.44507839242324,2.62361686317883
149,3.45076255236123,2.6322496976516
150,3.45672100819179,2.64005530565903
151,3.46124622923662,2.64615084238657
152,3.46301431301511,2.6500642856147
153,3.46265949015351,2.65226021707958
154,3.46081599127805,2.65320321851735
155,3.45811804701498,2.65335787166415
156,3.45519988799053,2.65318875825614
157,3.45269574483095,2.65316046002944
158,3.45123984816248,2.65373755872022
159,3.45146642861137,2.65538463606461
160,3.45400971680384,2.65856627379876
161,3.45950394336614,2.66374705365881
162,3.46645699545795,2.66885356816112
163,3.47303789645726,2.67183425542501
164,3.47937258131777,2.67318646559108
165,3.48558698499317,2.67340754879995
166,3.49180704243716,2.67299485519222
167,3.49815868860345,2.67244573490852
168,3.50476785844573,2.67225753808943
169,3.5117604869177,2.67292761487559
