Julian Day,Level1,Level2
1,2.522,2.522
32,2.094,2.094
60,2.481,2.481
91,1.955,1.955
121,4.995,4.995
152,2.792,2.792
182,3.454,3.454
213,3.376,3.376
244,3.574,3.574
274,5.662,5.662
305,6.212,6.212
335,6.483,6.483
