"Julian Day","Level1","Level2"
320,14.0113558276542,10.1902573993873
321,13.7448774513511,9.96710296484707
322,13.4755802505354,9.73896303776066
323,13.2037191147153,9.50675302113374
324,12.9295489333985,9.27138831797205
325,12.6533245960933,9.03378433128128
326,12.3753009923074,8.79485646406715
327,12.095733011549,8.55552011933537
328,11.814875543326,8.31669070009165
329,11.5329834771464,8.07928360934169
330,11.2503117025181,7.84421425009121
331,10.9671151089493,7.61239802534591
332,10.6836485859478,7.38475033811151
333,10.3992330102027,7.15829005652913
334,10.1130590840395,6.92972841867878
335,9.82518643542042,6.69951938247449
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
