Julian Day,Level1,Level2
155,383,374.3
156,383,374.3
157,383,374.3
158,383,374.3
159,383,374.3
160,383,374.3
161,383,374.3
162,383,374.3
163,383,374.3
164,383,374.3
165,383,374.3
166,383,374.3
167,383,374.3
168,383,374.3
169,383,374.3
170,383,374.3
171,383,374.3
172,383,374.3
173,383,374.3
174,383,374.3
175,383,374.3
176,383,374.3
177,383,374.3
178,383,374.3
179,383,374.3
180,383,374.3
181,383,374.3
182,384.5,375.7
183,384.5,375.7
184,384.5,375.7
185,384.5,375.7
186,384.5,375.7
187,384.5,375.7
188,384.5,375.7
189,384.5,375.7
190,384.5,375.7
191,384.5,375.7
192,384.5,375.7
193,384.5,375.7
194,384.5,375.7
195,384.5,375.7
196,384.5,375.7
197,384.5,375.7
198,384.5,375.7
199,384.5,375.7
200,384.5,375.7
201,384.5,375.7
202,384.5,375.7
203,384.5,375.7
204,384.5,375.7
205,384.5,375.7
206,384.5,375.7
207,384.5,375.7
208,384.5,375.7
209,384.5,375.7
210,384.5,375.7
211,384.5,375.7
212,384.5,375.7
213,387.5,379.6
214,387.5,379.6
215,387.5,379.6
216,387.5,379.6
217,387.5,379.6
218,387.5,379.6
219,387.5,379.6
220,387.5,379.6
221,387.5,379.6
222,387.5,379.6
223,387.5,379.6
224,387.5,379.6
225,387.5,379.6
226,387.5,379.6
227,387.5,379.6
228,387.5,379.6
229,387.5,379.6
230,387.5,379.6
231,387.5,379.6
232,387.5,379.6
233,387.5,379.6
234,387.5,379.6
235,387.5,379.6
236,387.5,379.6
237,387.5,379.6
238,387.5,379.6
239,387.5,379.6
240,387.5,379.6
241,387.5,379.6
242,387.5,379.6
243,387.5,379.6
244,387.9,380.8
245,387.9,380.8
246,387.9,380.8
247,387.9,380.8
248,387.9,380.8
249,387.9,380.8
250,387.9,380.8
251,387.9,380.8
252,387.9,380.8
253,387.9,380.8
254,387.9,380.8
255,387.9,380.8
256,387.9,380.8
257,387.9,380.8
258,387.9,380.8
259,387.9,380.8
260,387.9,380.8
261,387.9,380.8
262,387.9,380.8
263,387.9,380.8
264,387.9,380.8
265,387.9,380.8
266,387.9,380.8
267,387.9,380.8
268,387.9,380.8
269,387.9,380.8
270,387.9,380.8
271,387.9,380.8
272,387.9,380.8
273,387.9,380.8
274,389,381.5
275,389,381.5
276,389,381.5
277,389,381.5
278,389,381.5
279,389,381.5
280,389,381.5
281,389,381.5
282,389,381.5
283,389,381.5
284,389,381.5
285,389,381.5
286,389,381.5
287,389,381.5
288,389,381.5
289,389,381.5
290,389,381.5
291,389,381.5
292,389,381.5
293,389,381.5
294,389,381.5
295,389,381.5
296,389,381.5
297,389,381.5
298,389,381.5
299,389,381.5
300,389,381.5
301,389,381.5
302,389,381.5
303,389,381.5
304,389.3,385.8
305,389.3,385.8
306,389.3,385.8
307,389.3,385.8
308,389.3,385.8
309,389.3,385.8
310,389.3,385.8
311,389.3,385.8
312,389.3,385.8
313,389.3,385.8
314,389.3,385.8
315,389.3,385.8
316,389.3,385.8
317,389.3,385.8
318,389.3,385.8
319,389.3,385.8
320,389.3,385.8
321,389.3,385.8
322,389.3,385.8
323,389.3,385.8
324,389.3,385.8
325,389.3,385.8
326,389.3,385.8
327,389.3,385.8
328,389.3,385.8
329,389.3,385.8
330,389.3,385.8
331,389.3,385.8
332,389.3,385.8
333,389.3,385.8
334,388.5,383.5
335,388.5,383.5
336,388.5,383.5
337,388.5,383.5
338,388.5,383.5
339,388.5,383.5
340,388.5,383.5
341,388.5,383.5
342,388.5,383.5
343,388.5,383.5
344,388.5,383.5
345,388.5,383.5
346,388.5,383.5
347,388.5,383.5
348,388.5,383.5
349,388.5,383.5
350,388.5,383.5
351,388.5,383.5
352,388.5,383.5
353,388.5,383.5
354,388.5,383.5
355,388.5,383.5
356,388.5,383.5
357,388.5,383.5
358,388.5,383.5
359,388.5,383.5
360,388.5,383.5
361,388.5,383.5
362,388.5,383.5
363,388.5,383.5
364,388.5,383.5
365,388.5,383.5
366,388.5,383.5
