Julian Day,Level1,Level2
1,2.522,2.43
32,2.094,1.497
60,2.481,2.473
91,1.955,1.889
121,4.995,4.995
152,2.792,2.686
182,3.454,3.433
213,3.376,3.358
244,3.574,3.421
274,5.662,4.956
305,6.212,6.111
335,6.483,6.483
