Julian Day,Level1,Level2
1,3.15,3.07
32,2.01,1.85
60,1.79,1.63
91,1.95,1.72
121,1.89,1.61
152,2.29,1.87
182,2.7,1.92
213,2.69,2.05
244,2.96,2.68
274,3.72,3.35
305,5.03,4.46
335,4.57,3.98
